observationUnitName	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	GY_Adj_tha	KW	MFLW_D20deg	GN
3023water_regimerainfed	gnpis.lot:'3023'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tVWlFRQg==	Pa405_H	Pa405_H	2011	NA in endpoint		66.7232514782		
3023water_regimerainfed	gnpis.lot:'3023'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tVWlFRQg==	Pa405_H	Pa405_H	2011	NA in endpoint			71.3277014434	
3023water_regimerainfed	gnpis.lot:'3023'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tVWlFRQg==	Pa405_H	Pa405_H	2011	NA in endpoint	2013.6419806711			
3017water_regimerainfed	gnpis.lot:'3017'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L084Q05IUA==	A374_H	A374_H	2011	NA in endpoint				277.9404660645
3017water_regimerainfed	gnpis.lot:'3017'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L084Q05IUA==	A374_H	A374_H	2011	NA in endpoint		67.774301616		
3017water_regimerainfed	gnpis.lot:'3017'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L084Q05IUA==	A374_H	A374_H	2011	NA in endpoint			70.2868690963	
3017water_regimerainfed	gnpis.lot:'3017'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L084Q05IUA==	A374_H	A374_H	2011	NA in endpoint	2133.5708012619			
3021water_regimewatered	gnpis.lot:'3021'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dENlRaUw==	EZ37_H	EZ37_H	2011	NA in endpoint				310.6222172451
3021water_regimewatered	gnpis.lot:'3021'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dENlRaUw==	EZ37_H	EZ37_H	2011	NA in endpoint		68.1560087404		
3021water_regimewatered	gnpis.lot:'3021'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dENlRaUw==	EZ37_H	EZ37_H	2011	NA in endpoint			69.9163825563	
3021water_regimewatered	gnpis.lot:'3021'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dENlRaUw==	EZ37_H	EZ37_H	2011	NA in endpoint	2315.3419457347			
3021water_regimerainfed	gnpis.lot:'3021'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dENlRaUw==	EZ37_H	EZ37_H	2011	NA in endpoint				298.80515838
3021water_regimerainfed	gnpis.lot:'3021'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dENlRaUw==	EZ37_H	EZ37_H	2011	NA in endpoint		68.3297722986		
3021water_regimerainfed	gnpis.lot:'3021'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dENlRaUw==	EZ37_H	EZ37_H	2011	NA in endpoint			71.1635617891	
3021water_regimerainfed	gnpis.lot:'3021'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dENlRaUw==	EZ37_H	EZ37_H	2011	NA in endpoint	1860.2753200203			
3010water_regimewatered	gnpis.lot:'3010'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dCU1lONw==	F894_H	F894_H	2011	NA in endpoint				314.9232671307
3010water_regimewatered	gnpis.lot:'3010'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dCU1lONw==	F894_H	F894_H	2011	NA in endpoint		69.5143466956		
3010water_regimewatered	gnpis.lot:'3010'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dCU1lONw==	F894_H	F894_H	2011	NA in endpoint			71.7817025669	
3010water_regimewatered	gnpis.lot:'3010'	NA in endpoint	NA in endpoint	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dCU1lONw==	F894_H	F894_H	2011	NA in endpoint	2164.7559734354			
